titre,nbvotespresse,nbvotespublic,notepresse,notepublic
Les Lyonnais,23.0,4573.0,2.8,3.8
Mes amis- mes amours,19.0,1258.0,1.8,2.3
Mesrine : L'Instinct de mort,27.0,15406.0,4.0,4.0
Mirrors,25.0,4688.0,3.0,3.1
Pas son genre,26.0,2112.0,3.5,3.4
Poesía Sin Fin,23.0,264.0,4.0,3.7
The Descendants,29.0,5680.0,3.7,3.6
Two Lovers,26.0,5686.0,4.4,3.6
Un voisin trop parfait,11.0,831.0,1.5,2.2
Wasabi - La petite moutarde qui monte au nez,6.0,8039.0,3.0,2.4
Willow,5.0,9846.0,4.0,3.7
71,24.0,1322.0,3.9,3.9
Another Earth,17.0,1188.0,2.6,3.6
Apparences,20.0,2981.0,3.0,2.9
Basic Instinct,5.0,11697.0,2.0,3.6
Bons Baisers de Bruges,19.0,9958.0,4.1,3.7
C.R.A.Z.Y.,24.0,6822.0,3.8,3.9
Dead Silence,4.0,1687.0,2.5,3.0
Et pour quelques dollars de plus,6.0,10154.0,3.7,4.2
Fast and Furious 4,12.0,8755.0,2.3,3.1
Indigènes,28.0,10380.0,3.9,3.3
J'ai tué ma mère,16.0,2365.0,3.5,4.1
Jappeloup,19.0,5351.0,3.6,4.2
Je Ne Suis Pas Un Salaud,27.0,399.0,3.5,3.5
Largo Winch,26.0,9366.0,3.3,2.9
Les Aventuriers de l'Arche perdue,5.0,46085.0,4.6,4.3
Les Trois Mousquetaires,11.0,3825.0,2.3,2.5
Mémoires d'une geisha,26.0,9323.0,2.7,3.9
Moonwalkers,18.0,772.0,2.9,3.5
Nanny McPhee,19.0,2525.0,3.4,3.1
Panic Room,27.0,17308.0,3.6,3.6
Rencontres du 3ème type,9.0,10739.0,4.2,3.9
Shrek,23.0,52994.0,4.3,4.1
Taxi 4,6.0,14314.0,2.2,1.4
The Last: Naruto the Movie,12.0,476.0,2.6,3.7
Arrietty le petit monde des chapardeurs,23.0,3956.0,3.7,4.1
Carnage,28.0,5038.0,3.5,3.4
Dope,21.0,1288.0,3.4,3.9
Enfermés dehors,24.0,4757.0,3.9,3.0
Everybody Wants Some !!,22.0,555.0,3.4,3.0
Fighting,8.0,729.0,2.8,2.4
Foxcatcher,35.0,3218.0,4.4,3.5
Girls Only,19.0,1262.0,3.2,2.7
Kung Fu Panda,23.0,15428.0,3.5,3.8
Le Jour attendra,5.0,501.0,1.6,2.1
Le Mac,8.0,4947.0,3.1,2.8
Le péril jeune,5.0,7763.0,2.6,3.8
Lulu femme nue,21.0,1176.0,3.8,3.6
Matrix Reloaded,17.0,31355.0,3.2,3.6
Norm,7.0,220.0,2.1,2.1
Nos plus belles vacances,8.0,944.0,1.8,2.5
Pauline détective,17.0,800.0,3.0,2.3
Quantum Of Solace,21.0,22846.0,3.0,3.1
Rhum Express,19.0,1762.0,2.4,2.5
Rocky,5.0,14987.0,2.8,3.9
Sexe- Lycée et Vidéo,1.0,366.0,4.0,1.9
The Immigrant,29.0,2473.0,3.7,3.2
Very Bad Cops,18.0,4885.0,3.3,2.5
Black Storm,10.0,2665.0,2.9,2.6
Bonnie and Clyde,5.0,2262.0,3.8,3.9
Camille Redouble,27.0,4502.0,4.1,3.3
Ecrire pour exister,18.0,3477.0,2.3,3.9
Foxfire- confessions d'un gang de filles,22.0,972.0,4.0,3.2
Inherent Vice,38.0,1619.0,3.4,2.9
Kiss kiss- bang bang,21.0,7345.0,3.7,3.8
L'Amour c'est mieux à deux,11.0,4371.0,2.3,3.2
La Mémoire dans la peau,22.0,33962.0,3.5,4.0
La Pianiste,22.0,2015.0,3.7,3.2
La Première étoile,22.0,3079.0,3.1,3.0
La Promesse d'une vie,25.0,947.0,2.5,3.7
Last days of Summer,20.0,2283.0,3.2,3.9
Le Chat Potté,20.0,6955.0,3.0,3.5
Le Grinch,15.0,3119.0,3.0,2.3
Le Journal de Bridget Jones,21.0,20516.0,3.8,3.3
Les Ardennes,18.0,981.0,3.8,3.8
Little Man,2.0,1132.0,1.5,2.0
Ma part du gâteau,30.0,3355.0,2.7,2.6
Mother,21.0,1405.0,4.4,4.1
Mr. & Mrs. Smith,23.0,31349.0,3.0,3.1
Orpheline,27.0,344.0,3.2,3.0
Sans identité,23.0,7434.0,2.7,3.5
The Assassin,25.0,984.0,4.2,3.0
The Hours,23.0,4056.0,3.6,3.6
Tomboy,22.0,3051.0,4.2,3.7
Amour et amnésie,10.0,3996.0,2.9,3.3
Benjamin Gates et le Livre des Secrets,18.0,14898.0,2.4,3.1
Borat- leçons culturelles sur l'Amérique au profit glorieuse nation Kazakhstan,28.0,11637.0,3.9,2.7
Ca$h,18.0,4617.0,2.5,2.4
Contagion,30.0,8472.0,3.2,2.6
Des hommes et des dieux,24.0,6060.0,4.1,3.4
Fatal,18.0,7476.0,2.8,2.7
Hannibal Lecter : les origines du mal,25.0,6782.0,2.2,2.9
In the Air,24.0,8813.0,3.5,3.3
L'Enquête,30.0,1686.0,3.3,3.9
La Prochaine fois je viserai le coeur,30.0,2845.0,3.7,3.1
Le Chaperon Rouge,18.0,3864.0,1.9,3.1
Le Dernier samouraï,19.0,21162.0,2.8,3.8
Le Passé,23.0,3846.0,4.2,3.8
Les Seigneurs,16.0,6796.0,2.6,2.2
Mémoires de jeunesse,14.0,814.0,3.6,4.0
Moi César- 10 ans 1/2- 1-39 m,18.0,4464.0,3.3,2.3
Monstres & Cie,24.0,35106.0,4.5,4.2
Mr. Holmes,18.0,839.0,3.7,3.3
Pandorum,8.0,1876.0,2.9,3.2
Phénomènes Paranormaux,10.0,1693.0,1.9,2.6
Présumé coupable,21.0,2219.0,3.6,4.2
Queen of Montreuil,20.0,352.0,3.8,3.3
Secret d'état,14.0,1212.0,3.4,3.5
Tueurs nés,5.0,7447.0,2.2,3.6
Turbo,13.0,2988.0,3.2,3.7
Un Bonheur n'arrive jamais seul,18.0,4764.0,2.4,3.4
Un Français,24.0,1106.0,2.9,2.9
Vicky,13.0,428.0,2.6,1.9
A perfect day- un jour comme un autre,20.0,951.0,3.3,3.8
Deux frères,15.0,8988.0,3.5,3.5
Encore Heureux,21.0,1194.0,3.3,2.8
Enragés,10.0,656.0,1.9,2.7
Ensemble- c'est tout,24.0,9747.0,3.3,3.5
Il n'y a pas de rapport sexuel,12.0,79.0,3.8,3.4
Jarhead - la fin de l'innocence,26.0,9475.0,3.8,3.6
Jason Bourne : l'héritage,21.0,7618.0,2.8,3.1
L'amant,5.0,1588.0,2.8,3.1
L'Assassinat de Jesse James par le lâche Robert Ford,25.0,7291.0,4.0,3.7
Last Night,18.0,2885.0,2.6,2.7
Le Cinquième pouvoir,16.0,798.0,2.2,3.0
Le Grand Méchant Loup,13.0,2453.0,3.5,3.0
Naissance des pieuvres,17.0,1640.0,3.9,3.2
Pioneer,17.0,185.0,2.9,2.4
Red 2,14.0,4236.0,2.7,3.5
Retour à Cold Mountain,19.0,4594.0,3.2,3.4
Sans Issue,11.0,1305.0,1.5,2.0
Sin City : j'ai tué pour elle,29.0,5669.0,2.8,3.5
Spirit- l'étalon des plaines,11.0,1698.0,2.5,3.5
Waterworld,5.0,9200.0,2.0,2.8
West Side Story,6.0,5368.0,4.5,3.8
2 Guns,9.0,3297.0,2.1,3.4
2 soeurs,18.0,1832.0,3.5,3.3
A bout portant,22.0,5162.0,3.5,3.8
Amadeus,8.0,14418.0,4.5,4.2
Apparitions,8.0,964.0,2.3,2.4
Bad Teacher,12.0,6380.0,2.4,2.2
Balade entre les tombes,13.0,2440.0,3.3,3.1
Batman- le défi,5.0,20360.0,4.6,3.8
Belladonna,14.0,112.0,4.6,3.9
Belles familles,24.0,1084.0,3.3,2.2
Captives,27.0,1557.0,3.0,3.0
Charlie et ses drôles de dames,18.0,9041.0,3.4,2.2
Control,23.0,2214.0,3.8,4.1
Cosmopolis,19.0,5255.0,3.6,1.8
De l'autre côté du périph,8.0,5656.0,2.9,2.8
Délire Express,13.0,1643.0,3.2,2.9
Dragon Rouge,21.0,8743.0,2.9,3.4
En équilibre,24.0,1501.0,3.4,3.8
Fonzy,12.0,1517.0,2.4,2.4
Gimme Danger,26.0,156.0,3.6,3.8
Instinct,10.0,1209.0,2.7,3.3
Je compte sur vous,15.0,566.0,2.5,2.5
Je Suis À Vous Tout De Suite,25.0,748.0,3.2,2.7
Jeanne d'Arc,15.0,8103.0,3.7,2.9
Kiss & Kill,12.0,3866.0,1.8,2.5
L'Armée des Ombres,2.0,2525.0,4.5,4.2
L'Idiot !,16.0,110.0,3.8,4.2
Les Bronzés,5.0,23453.0,3.2,3.6
Les Femmes du 6e étage,23.0,5077.0,3.4,3.8
Les Ogres,28.0,427.0,3.8,3.4
Mensonges d'Etat,23.0,8339.0,3.3,3.6
Mesrine : L'Ennemi public n°1,25.0,12590.0,3.9,4.0
Nouveau Départ,22.0,4382.0,3.0,3.8
Phone Game,7.0,24739.0,3.3,3.7
Princess Bride,8.0,2097.0,4.3,3.7
Robinson Crusoe,17.0,294.0,3.1,2.9
Sexy Dance 5 - All In Vegas,5.0,1795.0,3.0,3.7
She's the Man,1.0,1375.0,1.0,3.4
Souvenirs de Marnie,22.0,1316.0,3.6,4.2
Tonnerre sous les Tropiques,25.0,11525.0,3.6,3.2
Un Plan Parfait,14.0,3785.0,2.6,3.0
50/50,16.0,2578.0,3.1,4.0
Allumeuses !,12.0,2764.0,2.4,1.7
Casablanca,5.0,5516.0,4.4,4.2
Dobermann,2.0,6262.0,1.0,3.2
Girl Next Door,11.0,7804.0,2.9,3.0
Go Fast,19.0,2594.0,3.0,2.8
Hansel & Gretel : Witch Hunters,21.0,7330.0,1.7,3.3
Inside Llewyn Davis,26.0,4402.0,4.5,3.7
La jeune fille et son aigle,8.0,106.0,3.6,3.3
Lara Croft : Tomb raider,21.0,14236.0,2.6,2.3
Le Fils de Chucky,16.0,2151.0,3.4,1.9
Les Contes de Terremer,22.0,2083.0,3.4,3.3
Les Schtroumpfs 2,4.0,1803.0,2.0,3.2
Neverland,24.0,12831.0,3.2,3.9
Perfect Sense,23.0,2293.0,3.0,3.7
Raisons d'Etat,24.0,4014.0,3.9,3.1
Rango,27.0,7010.0,3.4,3.5
Rio,19.0,6267.0,3.4,4.0
Sex academy,11.0,3391.0,3.0,2.0
Stargate- la porte des étoiles,5.0,12609.0,3.0,3.7
Terminator Renaissance,19.0,16682.0,2.7,3.4
The Tourist,9.0,5527.0,1.6,2.4
Total Recall,5.0,13448.0,3.8,3.8
Une histoire vraie,17.0,2846.0,4.2,3.8
Volver,28.0,14901.0,4.6,3.9
Attack The Block,9.0,1676.0,2.9,3.0
Au fond des bois,21.0,184.0,3.6,2.4
Centurion,6.0,1844.0,2.8,2.9
DieuMerci !,16.0,725.0,3.3,3.4
En route !,20.0,1784.0,3.2,3.6
Gilbert Grape,4.0,3307.0,3.3,3.9
I Wish,21.0,454.0,3.8,4.0
La Belle et le Clochard,1.0,14757.0,5.0,3.9
La Mouche,4.0,10558.0,4.8,3.8
La Prunelle de mes yeux,15.0,81.0,2.2,2.2
Le Prix à payer,22.0,2038.0,2.2,2.0
Le rôle de ma vie,20.0,2134.0,3.3,3.9
Les 4 Fantastiques,20.0,200340.0,3.0,2.8
Little Boy,14.0,157.0,2.9,3.9
Mauvaise Graine,14.0,42.0,3.2,3.2
Men In Black III,17.0,14580.0,3.2,3.5
Paris- je t'aime,21.0,4705.0,3.0,3.4
Parker,12.0,2717.0,2.4,3.4
Piégée,24.0,2054.0,2.8,2.1
Rubber,22.0,2258.0,3.2,3.1
Snow Therapy,22.0,1330.0,3.5,3.2
36 Quai des Orfèvres,25.0,11004.0,3.6,3.6
À bout de souffle,1.0,3135.0,5.0,3.8
A girl at my door,21.0,279.0,3.3,3.8
Apnée,17.0,263.0,3.3,3.4
Australia,20.0,6463.0,2.8,3.2
Beignets de tomates vertes,4.0,2148.0,3.3,3.9
Blancanieves,25.0,1092.0,4.0,3.4
Gothika,18.0,8329.0,2.7,2.8
I- Robot,15.0,35034.0,3.3,3.7
Jean-Philippe,25.0,6936.0,3.5,2.5
John Q,15.0,3247.0,2.3,3.6
L'Ami- François d'Assise et ses frères,12.0,113.0,3.2,3.4
L'Art de la fugue,19.0,567.0,2.7,2.5
La Bataille géante de boules de neige,8.0,84.0,2.5,3.1
La Défense Lincoln,19.0,4158.0,3.3,3.9
La Fille de Monaco,21.0,1733.0,3.2,2.0
La Grande Bellezza,20.0,1618.0,3.4,4.0
Le Guerrier silencieux- Valhalla Rising,23.0,2794.0,3.4,2.5
Le Patient anglais,5.0,4402.0,3.4,3.7
Les Emotifs anonymes,21.0,4995.0,3.4,3.4
Les enfants du paradis,4.0,1787.0,5.0,4.2
Les Garçons et Guillaume- à table !,23.0,11776.0,3.9,3.7
LOL USA,13.0,1723.0,1.5,2.2
Magic in the Moonlight,28.0,4793.0,3.9,3.7
Meurs un autre jour,23.0,11933.0,3.7,2.9
Möbius,22.0,4809.0,3.3,2.9
Mon beau-père et nous,13.0,4072.0,2.3,2.7
Mulan,6.0,12398.0,4.2,4.0
Nos Futurs,16.0,1526.0,2.9,3.5
Piège de cristal,9.0,35875.0,3.6,4.2
Réalité,32.0,1972.0,3.6,3.5
Salo ou les 120 journées de Sodome,7.0,1563.0,4.6,3.0
Sans plus attendre,17.0,2533.0,2.2,3.6
Star Wars : Episode V - L'Empire contre-attaque,5.0,52199.0,5.0,4.4
Tracers,5.0,843.0,2.0,2.8
Un crime au paradis,18.0,2736.0,2.9,3.0
Une Bouteille à la mer,16.0,1198.0,2.8,2.8
X-Men 2,13.0,34222.0,3.5,3.8
4 filles et un jean,3.0,1256.0,2.0,2.9
A bord du Darjeeling Limited,30.0,7242.0,3.8,3.6
A Most Violent Year,28.0,3363.0,4.1,3.8
Absolutely Fabulous : Le Film,16.0,168.0,2.6,2.1
After,14.0,58.0,2.5,3.3
August Rush,17.0,2602.0,1.9,3.9
Blanche Neige,25.0,3426.0,2.4,2.6
Boule & Bill,6.0,2648.0,1.5,1.8
Connasse- Princesse des coeurs,12.0,3875.0,3.3,2.9
Crazy kung-fu,23.0,4193.0,4.1,3.3
Daredevil,20.0,14298.0,2.7,2.0
Détective Dee II : La Légende du Dragon des Mers,22.0,767.0,3.9,3.4
Festen,13.0,3884.0,3.8,4.0
L'Hermine,22.0,2221.0,3.6,3.7
La Proie,24.0,2870.0,3.0,3.5
Le Come-back,21.0,4635.0,3.0,3.2
Le Retour de la Momie,15.0,14264.0,3.0,2.9
Le Sixième Sens,10.0,7875.0,3.8,3.9
Les Vacances de Ducobu,5.0,1560.0,2.8,2.3
Les Vacances du Petit Nicolas,23.0,1700.0,2.9,2.4
My Movie Project,7.0,1889.0,2.0,2.1
Nos 18 ans,13.0,2058.0,2.4,2.9
Plein soleil,5.0,971.0,4.2,3.9
Pris de court,25.0,240.0,3.4,2.7
Resident Evil,17.0,13989.0,2.8,2.7
Rio 2,14.0,3348.0,3.6,3.7
Signes,23.0,14998.0,3.3,3.0
Spy Kids,18.0,2475.0,3.4,1.8
Summer,16.0,183.0,3.3,3.4
Teeth,25.0,1334.0,3.2,2.2
Trust,18.0,1940.0,3.3,3.7
World Trade Center,31.0,4314.0,2.0,2.2
X Files - Régénération,15.0,3155.0,2.4,2.1
40 ans : mode d'emploi,24.0,2366.0,3.4,2.5
Albert Nobbs,21.0,975.0,2.7,3.5
Ange & Gabrielle,6.0,1241.0,3.3,2.8
Avril et le monde truqué,23.0,784.0,3.7,4.0
Babylon A. D.,19.0,6938.0,2.0,2.1
Ces garçons qui venaient du Brésil,1.0,161.0,4.0,3.7
Deux soeurs pour un roi,23.0,5048.0,3.0,3.4
Fais de beaux rêves,22.0,313.0,3.8,3.6
First date,12.0,168.0,2.6,2.3
Jamais entre amis,16.0,789.0,3.0,2.6
L'Ecole pour tous,22.0,1031.0,2.0,2.1
L'Ordre et la morale,26.0,1762.0,3.2,3.5
La Tour Montparnasse infernale,14.0,17531.0,2.9,2.4
Le Guépard,3.0,1419.0,5.0,3.7
Le Parrain- 2e partie,10.0,19336.0,4.7,4.4
Love & Mercy- la véritable histoire de Brian Wilson des Beach Boys,20.0,1004.0,3.8,3.9
Man Of Tai Chi,11.0,857.0,2.6,2.9
Mune- le gardien de la lune,16.0,875.0,3.6,4.1
Ne te retourne pas,24.0,1111.0,2.5,2.0
Nous étions soldats,15.0,2214.0,2.7,3.1
Remember,22.0,414.0,3.1,3.9
Shaolin Soccer,18.0,5975.0,3.8,2.7
Sky,18.0,253.0,2.7,3.8
Un Crime dans la tête,20.0,1776.0,3.3,2.8
Un Monde meilleur,18.0,3908.0,2.5,3.8
Unborn,9.0,1424.0,2.1,2.1
Blitz,9.0,2462.0,2.8,2.8
Bullhead,26.0,2400.0,4.2,4.1
Catacombes,7.0,1829.0,2.3,2.6
Freier Fall,10.0,371.0,3.0,4.0
Hôtel Transylvanie,20.0,5102.0,3.0,3.8
Ils,19.0,3716.0,3.2,2.7
Jane Got A Gun,13.0,1539.0,2.6,2.8
Kiki la petite sorcière,16.0,5427.0,4.5,3.9
Kill Bill: Volume 2,21.0,44628.0,4.4,4.1
L'Assaut,24.0,3277.0,2.8,3.6
L'Extravagant voyage du jeune et prodigieux T.S. Spivet,26.0,2619.0,3.2,3.8
La Planète au trésor- un nouvel univers,15.0,2195.0,4.1,3.5
La Vie est belle,6.0,5492.0,5.0,4.2
La Vie très privée de Monsieur Sim,20.0,1010.0,3.5,3.0
Le Petit Nicolas,26.0,8345.0,2.8,2.9
Massacre à la tronçonneuse,15.0,5381.0,3.0,3.0
Metropolis,9.0,3860.0,4.8,4.2
Pars vite et reviens tard,25.0,2592.0,2.5,2.3
Prête-moi ta main,23.0,18650.0,3.3,3.5
Sexy Dance 2,9.0,3334.0,2.6,3.6
Shrek 4- il était une fin,19.0,11202.0,3.2,3.2
Somewhere,27.0,3688.0,3.0,2.3
States of Grace,19.0,2075.0,4.0,4.2
The Yards,26.0,3089.0,4.1,3.8
Toy Story 3,22.0,22610.0,4.7,4.4
Un secret,21.0,2444.0,3.5,3.2
Une Rencontre,18.0,1656.0,2.7,2.9
Broken City,13.0,1653.0,2.3,2.9
Ce Sentiment De L'Été,29.0,283.0,3.7,3.7
Cloclo,25.0,6382.0,3.6,4.1
Copains pour toujours,5.0,2166.0,1.4,2.9
De vrais mensonges,24.0,1395.0,3.0,2.9
Hôtel Transylvanie 2,10.0,2238.0,3.4,3.8
Jack le chasseur de géants,19.0,4221.0,2.5,3.3
L'Agence tous risques,16.0,10931.0,3.2,3.5
La Isla mínima,22.0,2068.0,3.7,4.0
La Légende de Zorro,12.0,10846.0,3.3,2.9
La Maison de cire,15.0,6150.0,3.7,2.6
Le Crime était presque parfait,8.0,3606.0,4.4,4.2
Les Désastreuses aventures des orphelins Baudelaire,16.0,6835.0,3.8,3.4
Les Francis,6.0,1658.0,3.2,2.1
Les Suffragettes,18.0,1323.0,3.3,3.8
Paddington,20.0,3121.0,4.0,3.9
Princesse malgré elle,6.0,2026.0,2.0,2.9
Stars 80,17.0,3771.0,2.2,3.4
Ultimate Game,18.0,3659.0,2.4,2.4
Un illustre inconnu,24.0,1273.0,3.1,3.4
Vertige,11.0,1617.0,3.4,2.9
17 ans encore,16.0,4639.0,2.4,2.8
24 jours- la vérité sur l'affaire Ilan Halimi,19.0,1421.0,3.1,2.4
À l'origine,22.0,2150.0,4.1,3.7
Après vous...,19.0,1025.0,3.8,2.6
Citizen Kane,5.0,7304.0,4.8,4.3
Colorful,16.0,643.0,3.6,4.2
Comment se faire larguer en 10 leçons,10.0,3151.0,2.6,2.7
Coyote Girls,11.0,5296.0,2.6,2.4
Dead Man Down,13.0,1826.0,2.2,3.5
Death Sentence,15.0,2909.0,2.6,3.5
Donnie Brasco,5.0,10369.0,3.4,4.0
Doomsday,7.0,3092.0,2.6,2.3
Hotel Rwanda,23.0,6168.0,4.0,4.0
Il était une fois dans l'Oued,21.0,1556.0,3.1,2.1
Jane Eyre,18.0,1836.0,3.1,3.9
L'Expérience,13.0,2518.0,3.7,3.7
La Chute des Hommes,6.0,31.0,2.5,2.8
Le Chant de la Mer,20.0,599.0,3.9,4.4
Le Dernier Loup,22.0,1994.0,3.6,3.6
Le Masque de Zorro,5.0,15479.0,3.2,3.4
Le Pacte,13.0,2566.0,2.0,2.9
Le Petit dinosaure et la vallée des merveilles,2.0,2334.0,4.5,3.8
Le Placard,23.0,8254.0,3.6,2.7
Le Secret de la chambre noire,22.0,165.0,3.4,3.2
Lolita malgré moi,15.0,4266.0,2.9,2.8
Maintenant ou jamais,22.0,1004.0,3.3,2.9
Mysterious Skin,23.0,3770.0,4.5,4.1
Predators,14.0,5998.0,2.5,2.5
Resident Evil: Retribution,9.0,4474.0,1.9,2.2
Sueurs froides,5.0,6997.0,3.8,4.3
The Grandmaster,27.0,2762.0,3.6,3.3
The Patriot- le chemin de la liberté,15.0,7785.0,2.7,3.5
Tigre et dragon,29.0,11324.0,4.8,3.6
Top Cops,10.0,1736.0,1.7,1.8
Willy 1er,24.0,247.0,3.3,3.8
Arthur et les Minimoys,25.0,18388.0,3.3,3.1
Bad Boys,3.0,168192.0,1.7,3.3
Belgica,22.0,660.0,3.2,3.7
Bruce tout-puissant,9.0,29381.0,2.8,3.0
Conan,13.0,2638.0,1.8,1.9
Erin Brockovich- seule contre tous,19.0,13268.0,4.1,3.7
Happy New Year,4.0,2985.0,1.5,2.8
Horton,19.0,2526.0,3.4,2.7
Kick-Ass 2,9.0,11587.0,2.0,3.8
Kidon,2.0,519.0,2.0,2.0
L'Âge de glace : La dérive des continents,22.0,12209.0,3.3,3.9
La Forêt de Quinconces,19.0,80.0,3.0,2.8
La Jeune fille à la perle,18.0,3772.0,3.5,3.5
La Légende de Bagger Vance,22.0,1931.0,2.8,3.5
Ladygrey,10.0,55.0,2.8,2.7
Le Festin de Babette,1.0,487.0,4.0,3.6
Le Journal d'une femme de chambre,1.0,450.0,5.0,3.7
Les Enchaînés,6.0,1281.0,5.0,4.1
Les Invincibles,13.0,675.0,2.1,2.2
Les Sentiers de la gloire,7.0,5111.0,4.6,4.3
Lou ! Journal infime,13.0,1035.0,2.2,3.2
Louise en Hiver,20.0,186.0,4.3,4.0
Mission : Impossible,5.0,18387.0,4.0,3.4
Peur De Rien,25.0,362.0,3.6,3.9
Planète terreur - un film Grindhouse,21.0,10828.0,3.3,3.7
Saint-Jacques... La Mecque,6.0,1519.0,2.5,2.5
Sanctum,16.0,1903.0,2.3,2.6
Songs for Madagascar,5.0,18.0,2.2,3.7
Still the Water,25.0,532.0,3.4,3.5
The Artist,30.0,18197.0,4.1,4.0
Timbuktu,34.0,3895.0,4.2,3.8
Toy Story,5.0,24503.0,4.0,4.2
Vendredi 13,7.0,2296.0,2.4,2.5
27 robes,12.0,5407.0,2.5,3.0
Ce que veulent les femmes,23.0,13269.0,3.7,3.1
Cendrillon,3.0,11539.0,4.3,3.8
Charlie Mortdecai,11.0,1825.0,2.4,2.3
Dernier Tango à Paris,1.0,805.0,5.0,3.1
Dos au mur,17.0,3669.0,2.3,3.5
Gainsbourg (Vie héroïque),26.0,6559.0,3.8,3.6
Garfield,8.0,5126.0,2.3,1.8
Halloween,18.0,3269.0,3.3,3.2
Joyeuses funérailles,17.0,2755.0,3.3,3.5
L'Âge de glace,20.0,52745.0,4.1,4.2
L'Apollonide - souvenirs de la maison close,21.0,1781.0,3.6,3.1
La Vengeance dans la peau,21.0,27051.0,3.6,4.1
La Vie est un miracle,20.0,1829.0,4.1,3.7
Le Bateau,5.0,1064.0,2.8,4.0
Le Transporteur III,7.0,6305.0,2.6,2.5
Les Chevaliers blancs,24.0,760.0,3.1,3.2
Les Sentiments,16.0,1089.0,3.9,2.5
Les Souvenirs,20.0,1943.0,3.5,3.8
Lumière ! Laventure commence,19.0,422.0,4.6,4.3
Mary à tout prix,7.0,21416.0,4.0,3.5
Nanny McPhee et le Big Bang,12.0,1000.0,2.5,2.9
Players,9.0,2706.0,1.9,2.6
Save the Last Dance,11.0,3034.0,2.7,3.3
Seul contre tous,18.0,1039.0,3.4,3.8
Summer Wars,23.0,1489.0,4.3,4.1
Sweet November,10.0,1543.0,2.4,3.3
Taking lives- destins violés,13.0,2076.0,2.7,2.7
Tale of Tales,37.0,1171.0,3.0,2.6
Un Village presque parfait,7.0,1605.0,2.1,3.2
Une vie meilleure,26.0,2487.0,3.8,3.1
Wolf Creek,21.0,2458.0,3.0,2.5
Aliens vs. Predator - Requiem,5.0,7091.0,1.6,1.7
AVP: Alien vs. Predator,17.0,10654.0,2.5,2.0
Banlieue 13 - Ultimatum,8.0,3115.0,1.9,2.3
Entre amis,5.0,1164.0,2.2,2.1
Évolution,23.0,198.0,3.5,2.3
House of Time,11.0,77.0,2.4,4.0
L'Arme fatale,5.0,18706.0,3.8,3.9
L'Homme au masque de fer,5.0,10966.0,3.0,3.0
La Chance de ma vie,7.0,3202.0,3.1,2.9
Le Chocolat,20.0,4732.0,2.3,3.4
Le Dernier château,5.0,1154.0,2.8,3.3
Le Maître d'armes,18.0,2829.0,3.3,3.7
Les Jardins du Roi,17.0,978.0,2.6,3.4
Les Saisons,25.0,1125.0,3.7,3.8
Léviathan,27.0,1065.0,4.1,4.0
Michel Petrucciani,13.0,95.0,3.5,3.9
Narco,21.0,4937.0,3.2,2.6
Ni le ciel ni la terre,28.0,591.0,3.7,3.2
Ocean's Twelve,18.0,24313.0,3.8,3.2
Stand by Me,5.0,3181.0,3.8,4.0
The Call,14.0,3476.0,2.6,3.7
The Salvation,27.0,1752.0,3.0,3.6
Venise sous la neige,4.0,103.0,2.5,2.1
7 Psychopathes,19.0,2844.0,2.3,3.0
A l'intérieur,21.0,2158.0,2.7,2.9
Alpha Dog,21.0,3712.0,3.2,3.3
Anatomie de l'enfer,19.0,206.0,2.8,1.7
Bienvenue à Monte-Carlo,2.0,822.0,1.5,3.5
Blue Ruin,28.0,1599.0,4.0,3.4
Broken,17.0,1029.0,2.9,4.0
Coach Carter,12.0,2451.0,2.3,3.6
eXistenZ,15.0,6539.0,3.5,3.2
Ghost Rider : L'Esprit de Vengeance,5.0,4331.0,1.8,1.8
Hasta la vista,21.0,2046.0,3.5,4.3
Joe,23.0,2456.0,3.5,3.5
Krampus,7.0,475.0,3.0,2.8
L'Abominable vérité,13.0,4325.0,2.5,3.3
La Colline a des yeux,2.0,1511.0,2.5,2.4
La Colline aux Coquelicots,23.0,2508.0,3.4,4.0
La Vie aquatique,24.0,3771.0,3.8,3.2
Le Concert,22.0,6722.0,3.5,3.9
Le Dahlia noir,32.0,5175.0,2.9,2.5
Les Dossiers secrets du Vatican,5.0,538.0,1.4,1.8
Les Marches du Pouvoir,23.0,5481.0,3.3,3.5
Les Naufragés,4.0,481.0,2.0,1.7
Les Nerfs à vif,5.0,4843.0,4.6,3.8
Les Trois frères- le retour,18.0,7854.0,1.8,2.9
Ma révolution,19.0,34.0,3.2,3.1
Master & Commander : de l'autre côté du monde,17.0,8097.0,4.2,3.5
Mercenaire,19.0,213.0,3.6,3.7
Microbe et Gasoil,23.0,1094.0,4.0,3.6
Monstres Academy,26.0,8544.0,3.5,4.0
Next,17.0,7021.0,1.8,2.7
Notorious B.I.G.,16.0,904.0,2.4,3.5
Personal Affairs,12.0,30.0,3.2,3.4
Pour elle,22.0,3633.0,3.5,3.9
Président par accident,1.0,160.0,2.0,3.0
Retour vers le futur II,5.0,40487.0,1.6,4.2
Sils Maria,31.0,2083.0,3.9,3.5
Tempête de sable,19.0,172.0,3.4,3.4
The Green Hornet,20.0,8989.0,3.5,3.0
The Way- La route ensemble,12.0,559.0,2.8,4.0
This is England,22.0,4787.0,3.7,4.0
Un été à Osage County,18.0,2592.0,2.9,3.6
Va- vis et deviens,20.0,4840.0,4.0,4.0
Vendeur,18.0,476.0,3.4,3.3
